City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,ouesso,1.6136,16.0517,33.02,50,74,0.63,CG,1696235556
295,maues,-3.3836,-57.7186,24.74,56,97,0.96,BR,1696235556
296,kalabo,-14.97,22.6814,34.84,20,68,4.91,ZM,1696235556
297,keflavik,64.0049,-22.5624,8.24,76,0,9.26,IS,1696235556
298,camocim,-2.9022,-40.8411,24.9,83,71,5.58,BR,1696235556
299,queenstown,-31.8976,26.8753,22.46,19,0,3.18,ZA,1696235556
300,saint-philippe,-21.3585,55.7679,26.77,72,20,2.26,RE,1696235557
301,fort st. john,56.2499,-120.8529,7.94,76,100,4.12,CA,1696235273
302,acarau,-2.8856,-40.12,26.1,77,97,6.47,BR,1696235557
303,mhamid,29.82,-5.72,28.64,21,98,6.66,MA,1696235557
304,rumbek,6.802,29.6912,35.04,38,99,2.29,SS,1696235557
305,carnarvon,-24.8667,113.6333,20.55,63,26,10.88,AU,1696235557
306,usinsk,65.9939,57.5281,9.48,94,98,7.15,RU,1696235557
307,south hedland,-20.4089,118.5983,30.96,42,0,8.23,AU,1696235557
308,turpan,42.9333,89.1667,28.79,18,2,1.11,CN,1696235558
309,bojnurd,37.4747,57.329,23.97,16,0,0.0,IR,1696235558
310,ghadamis,30.1337,9.5007,27.1,35,0,6.72,LY,1696235558
311,san ciro de acosta,21.6333,-99.8167,19.97,91,80,0.48,MX,1696235558
312,kokopo,-4.352,152.2633,25.79,88,56,3.54,PG,1696235558
313,neijiang,29.5835,105.0622,19.95,89,100,2.39,CN,1696235558
314,al burayqah,30.4062,19.5739,24.86,61,3,4.35,LY,1696235558
315,ust'-ilimsk,58.0006,102.6619,1.79,71,100,4.47,RU,1696235558
316,ciudad tula,23.0,-99.7167,17.92,93,27,1.39,MX,1696235558
317,beruniy,41.6911,60.7525,22.98,27,0,3.09,UZ,1696235558
318,pontes e lacerda,-15.2261,-59.3353,23.49,81,45,0.84,BR,1696235559
319,cuyo,10.8525,121.0086,28.24,80,100,10.27,PH,1696235559
320,tazacorte,28.629,-17.9293,23.54,78,75,4.63,ES,1696235559
321,penzance,50.1186,-5.5371,16.62,100,75,5.14,GB,1696235559
322,savanna-la-mar,18.219,-78.1332,27.97,86,38,1.92,JM,1696235559
323,qaqortoq,60.7167,-46.0333,2.42,66,100,2.64,GL,1696235559
324,anadyr,64.75,177.4833,1.28,64,0,1.79,RU,1696235559
325,ta`u,-14.2336,-169.5144,26.75,80,100,10.28,AS,1696235560
326,san andres,12.5847,-81.7006,29.01,84,40,2.06,CO,1696235560
327,fort mcmurray,56.7268,-111.381,7.77,76,100,3.09,CA,1696235435
328,suklayin,15.7574,121.5503,28.51,80,100,2.4,PH,1696235560
329,winder,33.9926,-83.7202,18.07,96,0,0.0,US,1696235560
330,blenheim,-41.516,173.9528,8.99,63,3,4.29,NZ,1696235560
331,vila franca do campo,37.7167,-25.4333,19.93,99,100,3.74,PT,1696235560
332,beichengqu,40.4394,113.1536,19.52,30,76,4.63,CN,1696235560
333,vilyuchinsk,52.9306,158.4028,8.85,96,100,10.73,RU,1696235560
334,kayyerkan,69.3786,87.7439,-5.39,79,100,4.39,RU,1696235561
335,shingu,33.7333,135.9833,20.4,62,95,1.71,JP,1696235561
336,pasuquin,18.3328,120.6177,30.97,79,75,4.12,PH,1696235561
337,saipan,15.1355,145.701,29.39,79,0,5.66,MP,1696235561
338,jwaneng,-24.6004,24.7303,25.84,29,0,10.11,BW,1696235561
339,kirakira,-10.4544,161.9205,26.53,87,100,5.35,SB,1696235561
340,hamilton,39.1834,-84.5333,17.47,91,0,0.45,US,1696234987
341,taksimo,56.3444,114.8794,2.62,90,28,3.58,RU,1696235561
342,awjilah,29.1081,21.2869,27.02,43,37,3.17,LY,1696235561
343,javea,38.7833,0.1667,25.77,70,1,0.89,ES,1696235562
344,kapuskasing,49.4169,-82.4331,17.0,94,75,2.06,CA,1696235562
345,el jadid,33.2549,-8.506,23.45,71,100,1.58,MA,1696235390
346,bereznik,62.8551,42.7072,8.24,86,100,3.96,RU,1696235562
347,mandalgovi,45.7625,106.2708,10.65,46,8,8.8,MN,1696235562
348,seabra,-12.4186,-41.7703,18.29,94,66,1.92,BR,1696235273
349,usogorsk,63.4106,48.6872,10.37,92,100,4.86,RU,1696235562
350,island harbour,50.724,-1.2758,17.21,95,100,0.45,GB,1696235562
351,vizinga,61.0749,50.1031,11.55,81,98,4.95,RU,1696235562
352,villa regina,-39.1,-67.0667,15.55,15,100,1.34,AR,1696235562
353,atamyrat,37.8357,65.2106,26.8,13,2,1.27,TM,1696235563
354,maragogi,-9.0122,-35.2225,21.78,80,35,0.41,BR,1696235309
355,hithadhoo,-0.6,73.0833,28.17,70,39,5.67,MV,1696235563
356,palikir - national government center,6.9248,158.1611,28.94,73,21,2.87,FM,1696235563
357,ketchikan,55.3422,-131.6461,12.26,94,100,4.12,US,1696235563
358,garoua boulai,5.8833,14.55,25.22,77,49,0.44,CM,1696235563
359,taltal,-25.4,-70.4833,14.13,84,4,1.11,CL,1696235563
360,ha giang,22.8333,104.9833,32.58,55,21,1.6,VN,1696235563
361,abbeville,50.1,1.8333,19.72,73,97,1.19,FR,1696235564
362,prince rupert,54.3161,-130.3201,11.83,95,100,5.14,CA,1696235564
363,dawukou,39.0419,106.3958,21.78,38,69,1.11,CN,1696235564
364,kroonstad,-27.6504,27.2349,23.41,33,0,4.97,ZA,1696235564
365,kingston,17.997,-76.7936,27.36,83,10,0.45,JM,1696235564
366,eisen,36.8217,128.6308,16.46,63,86,0.1,KR,1696235564
367,pathein,16.7833,94.7333,25.1,93,100,3.12,MM,1696235564
368,sechura,-5.5569,-80.8222,18.97,87,86,5.29,PE,1696235564
369,carutapera,-1.195,-46.02,26.37,80,26,4.38,BR,1696235564
370,lata,40.1629,-8.3327,24.7,41,1,0.89,PT,1696235565
371,gudalur,9.6833,77.2667,27.94,70,67,4.13,IN,1696235565
372,onega,63.9061,38.1404,7.59,83,100,3.65,RU,1696235565
373,quepos,9.4236,-84.1652,24.81,88,100,0.91,CR,1696235329
374,kavaratti,10.5669,72.642,27.86,77,90,4.11,IN,1696235565
375,fortaleza,-3.7227,-38.5247,25.07,83,20,3.09,BR,1696235379
376,jurmala,56.968,23.7704,14.01,88,20,2.57,LV,1696235565
377,kidal,18.4411,1.4078,34.63,24,60,5.72,ML,1696235565
378,taitung city,22.7583,121.1444,30.15,70,40,4.12,TW,1696235565
379,lazaro cardenas,17.9583,-102.2,27.01,87,100,1.17,MX,1696235566
380,ebaye,8.7748,167.7392,29.01,79,0,5.14,MH,1696235566
381,malvan,16.0667,73.4667,28.17,72,100,4.51,IN,1696235566
382,puerto ayacucho,5.6639,-67.6236,24.08,90,98,1.29,VE,1696235566
383,kristiansund,63.1115,7.732,12.36,76,40,1.54,NO,1696235566
384,haiku-pauwela,20.9219,-156.3051,25.02,69,40,5.14,US,1696235566
385,villa gesell,-37.2639,-56.973,8.36,91,1,3.13,AR,1696235566
386,hami,42.8,93.45,23.91,19,0,0.99,CN,1696235566
387,szentlorinc,46.0402,17.9872,20.49,54,6,1.95,HU,1696235567
388,antsiranana,-12.2787,49.2917,32.42,45,40,3.09,MG,1696235567
389,qarah,34.1527,36.7415,20.44,37,61,0.87,SY,1696235567
390,page,36.9147,-111.4558,16.88,44,100,3.13,US,1696235567
391,stornoway,58.2093,-6.3865,12.98,82,40,7.72,GB,1696235567
392,medvezh'yegorsk,62.9167,34.4667,9.71,71,100,1.69,RU,1696235567
393,san luis de la loma,17.2706,-100.8939,25.98,83,95,1.85,MX,1696235567
394,orchomenos,38.4929,22.9796,22.17,66,53,0.45,GR,1696235568
395,gamba,-2.65,10.0,25.69,82,100,2.61,GA,1696235568
396,khabary,53.6259,79.5345,12.33,24,1,2.06,RU,1696235568
397,sal rei,16.1833,-22.9167,26.11,94,40,3.09,CV,1696235568
398,berrouaghia,36.1352,2.9109,24.21,29,0,0.45,DZ,1696235568
399,goure,13.9835,10.2704,26.49,50,100,0.91,NE,1696235568
400,north bend,43.4065,-124.2243,12.14,94,100,3.09,US,1696235568
401,amga,60.8953,131.9608,11.1,60,100,3.13,RU,1696235568
402,ebon,4.582,168.6964,29.19,72,12,2.57,MH,1696235568
403,mbandaka,0.0487,18.2603,30.41,60,35,1.23,CD,1696235569
404,happy valley-goose bay,53.3168,-60.3315,8.17,76,75,4.12,CA,1696235292
405,caleta olivia,-46.4393,-67.5281,7.38,61,0,2.96,AR,1696235569
406,luis correia,-2.8792,-41.6669,25.19,83,64,7.11,BR,1696235569
407,menongue,-14.6585,17.691,32.84,24,1,0.26,AO,1696235360
408,port lincoln,-34.7333,135.8667,20.1,58,35,3.79,AU,1696235569
409,charters towers,-20.1,146.2667,22.64,60,6,7.72,AU,1696235569
410,pokhara,28.2333,83.9833,25.69,77,99,0.45,NP,1696235550
411,novobataysk,46.8981,39.7819,21.59,29,28,3.42,RU,1696235570
412,porto novo,6.4965,2.6036,27.9,67,35,3.6,BJ,1696235570
413,ust-tsilma,65.441,52.1498,11.45,94,100,2.24,RU,1696235570
414,cabedelo,-6.9811,-34.8339,21.37,71,82,3.93,BR,1696235570
415,port macquarie,-31.4333,152.9167,19.38,84,11,2.16,AU,1696235331
416,bom jesus,-9.0744,-44.3586,21.78,39,38,1.14,BR,1696235570
417,orosei,40.3798,9.6929,25.88,35,5,1.29,IT,1696235570
418,hilo,19.7297,-155.09,22.92,92,0,1.54,US,1696235570
419,lobujya,27.95,86.8167,2.9,99,100,3.11,NP,1696235570
420,juba,4.8517,31.5825,33.59,44,45,1.95,SS,1696235570
421,bamboo flat,11.7,92.7167,27.05,89,75,5.66,IN,1696235571
422,paracatu,-17.2222,-46.8747,21.71,84,100,1.4,BR,1696235571
423,sokolow podlaski,52.4068,22.2531,17.36,55,69,3.27,PL,1696235571
424,portage la prairie,49.9728,-98.2926,16.05,72,94,5.57,CA,1696235529
425,sao felix do xingu,-6.6447,-51.995,24.79,58,100,0.21,BR,1696235286
426,el nido,11.1858,119.3956,28.3,81,100,6.77,PH,1696235571
427,kone,-21.0595,164.8658,19.6,80,38,2.52,NC,1696235571
428,hobyo,5.3505,48.5268,29.57,66,38,7.53,SO,1696235571
429,manokwari,-0.8667,134.0833,27.46,80,69,3.21,ID,1696235571
430,cold springs,39.6802,-119.9766,9.71,67,100,2.24,US,1696235572
431,remire-montjoly,4.9167,-52.2667,24.02,94,75,0.0,GF,1696235572
432,phanom thuan,14.1303,99.6986,31.89,63,44,3.66,TH,1696235572
433,emerald,-23.5333,148.1667,26.3,32,0,8.44,AU,1696235451
434,bikaner,28.0167,73.3,36.59,14,56,2.0,IN,1696235416
435,jalpan,21.2333,-99.4833,19.83,92,93,0.47,MX,1696235572
436,betio village,1.358,172.9211,30.02,70,9,4.05,KI,1696235572
437,belyy yar,53.6039,91.3903,9.94,62,0,2.0,RU,1696235572
438,yung shue wan,22.2333,114.1167,32.11,74,17,0.45,HK,1696235572
439,port lavaca,28.615,-96.6261,26.03,90,0,3.09,US,1696235573
440,mamboma,8.0833,-11.6833,25.32,91,92,1.64,SL,1696235573
441,nawada,24.8833,85.5333,30.68,71,97,4.92,IN,1696235573
442,cooma,-36.2333,149.1333,17.93,43,43,1.48,AU,1696235448
443,mpika,-11.8343,31.4529,29.26,22,12,7.77,ZM,1696235573
444,rosso,16.4986,-15.8153,29.37,59,20,4.2,SN,1696235573
445,mildenhall,51.4256,-1.6999,16.84,93,100,0.89,GB,1696235573
446,dalbandin,28.8947,64.4101,32.32,8,0,1.86,PK,1696235573
447,kimbe,-5.5502,150.1429,25.52,91,99,1.8,PG,1696235573
448,kerikeri,-35.2268,173.9474,15.51,87,55,2.24,NZ,1696235573
449,nishinoomote,30.7333,131.0,24.31,68,20,3.09,JP,1696235574
450,nora,59.5193,15.0398,13.8,100,100,0.45,SE,1696235574
451,arraial do cabo,-22.9661,-42.0278,21.1,97,100,4.64,BR,1696235574
452,kirensk,57.7853,108.1119,2.23,61,100,4.92,RU,1696235574
453,kattivakkam,13.2167,80.3167,34.48,62,100,5.82,IN,1696235574
454,kailua-kona,19.6406,-155.9956,25.98,81,0,1.79,US,1696235386
455,kalmunai,7.4167,81.8167,30.77,65,99,6.57,LK,1696235574
456,camana,-16.6228,-72.7111,17.57,88,89,2.63,PE,1696235574
457,buala,-8.145,159.5921,27.34,85,58,2.8,SB,1696235575
458,tarauaca,-8.1614,-70.7656,22.23,98,100,0.74,BR,1696235285
459,sao jose da coroa grande,-8.8978,-35.1478,23.01,75,56,0.73,BR,1696235575
460,toamasina,-18.1667,49.3833,28.0,78,20,5.14,MG,1696235575
461,macas,-2.3167,-78.1167,18.64,89,99,1.6,EC,1696235575
462,midvagur,62.0511,-7.1939,10.46,93,100,5.66,FO,1696235575
463,dunedin,-45.8742,170.5036,7.67,69,66,6.26,NZ,1696235575
464,sake,-1.5736,29.045,27.17,48,67,1.31,CD,1696235335
465,lagos,6.5833,3.75,27.18,80,31,2.02,NG,1696235356
466,chonchi,-42.6128,-73.8092,2.56,97,14,0.74,CL,1696235494
467,la dorada,5.4478,-74.6631,23.09,97,100,0.75,CO,1696235575
468,barcelos,41.5388,-8.6151,22.73,64,2,1.78,PT,1696235576
469,shyroke,47.6917,33.2571,20.65,38,10,7.76,UA,1696235576
470,tionk essil,12.7856,-16.5217,27.98,79,100,1.46,SN,1696235576
471,banda aceh,5.5577,95.3222,29.35,73,86,7.15,ID,1696235576
472,mersrags,57.3354,23.1246,14.8,73,83,4.63,LV,1696235576
473,tual,-5.6667,132.75,26.47,87,59,6.31,ID,1696235576
474,sahab,31.8721,36.005,23.06,56,40,6.17,JO,1696235576
475,zhangye,38.9342,100.4517,22.25,23,5,4.53,CN,1696235577
476,alenquer,-1.9417,-54.7383,24.61,65,24,1.48,BR,1696235577
477,port blair,11.6667,92.75,27.02,89,75,5.66,IN,1696235577
478,ibateguara,-8.9725,-35.9394,18.16,91,10,1.11,BR,1696235577
479,nadym,65.5333,72.5167,10.95,83,100,8.62,RU,1696235577
480,chunskiy,56.0815,99.6342,4.26,44,99,3.05,RU,1696235577
481,lensk,60.7253,114.9278,3.18,57,96,4.47,RU,1696235577
482,cabo san lucas,22.8909,-109.9124,28.12,79,2,6.12,MX,1696235499
483,guiuan,11.0333,125.7247,29.82,77,100,6.34,PH,1696235577
484,ts'nori,41.6209,45.9694,22.42,60,100,0.75,GE,1696235577
485,smithers,54.7804,-127.1743,7.18,100,100,0.0,CA,1696235578
486,nikolayevsk-on-amure,53.1406,140.73,8.73,97,100,3.53,RU,1696235578
487,borba,-4.3878,-59.5939,24.51,52,100,1.17,BR,1696235578
488,tovuz,40.9922,45.6289,20.99,61,100,2.48,AZ,1696235578
489,bosobolo,4.1833,19.9,29.32,76,36,0.33,CD,1696235578
490,hirara,24.8,125.2833,28.15,78,75,11.32,JP,1696235578
491,pervomayskoye,43.919,46.7102,24.48,38,100,6.71,RU,1696235578
492,say,13.1007,2.3689,30.31,57,100,2.0,NE,1696235578
493,chui,-33.6971,-53.4616,7.1,92,0,2.07,UY,1696235578
494,la foa,-21.7108,165.8276,21.3,67,11,3.2,NC,1696235579
495,aioun,16.6614,-9.6149,32.88,26,100,2.68,MR,1696235579
496,paka,4.6374,103.4368,29.99,79,20,1.54,MY,1696235579
497,hotan,37.0997,79.9269,24.34,15,33,2.5,CN,1696235579
498,tocopilla,-22.092,-70.1979,16.94,78,27,3.41,CL,1696235579
499,jatibonico,21.9419,-79.17,24.33,95,74,1.97,CU,1696235579
500,nandu,22.8525,110.8233,30.83,69,60,0.59,CN,1696235579
501,hatta,24.1167,79.6,31.79,54,68,5.1,IN,1696235579
502,san luis del palmar,-27.5079,-58.5545,14.93,70,74,3.39,AR,1696235579
503,aripuana,-9.1667,-60.6333,25.46,64,100,1.02,BR,1696235580
504,manaure,11.7751,-72.4445,27.26,82,98,0.33,CO,1696235580
505,woolgoolga,-30.1106,153.2007,18.93,86,4,0.59,AU,1696235580
506,vernon,50.2581,-119.2691,8.85,78,100,4.12,CA,1696235580
507,coquimbo,-29.9533,-71.3436,12.85,87,100,3.09,CL,1696235580
508,macau,22.2006,113.5461,31.89,79,20,5.66,MO,1696235518
509,renqiu,38.6989,116.0936,21.75,46,100,2.96,CN,1696235580
510,levuka,50.1834,-105.4011,8.9,89,100,2.27,CA,1696235580
511,butner,36.1321,-78.7567,16.2,88,0,2.32,US,1696235580
512,tromso,69.6496,18.957,4.01,87,75,2.57,NO,1696235581
513,sarkand,45.41,79.9186,22.07,23,100,3.66,KZ,1696235581
514,mau,25.95,83.55,31.38,65,95,5.05,IN,1696235581
515,barpeta,26.3167,91.0,31.7,65,99,0.23,IN,1696235581
516,kerteminde,55.449,10.6577,17.2,90,99,7.34,DK,1696235581
517,atherton,53.5237,-2.4935,13.91,96,100,1.19,GB,1696235581
518,dien bien phu,21.3833,103.0167,28.0,82,96,1.21,VN,1696235581
519,beledweyne,4.7358,45.2036,34.02,39,5,5.7,SO,1696235582
520,kanker,20.2719,81.4931,31.14,59,80,4.83,IN,1696235582
521,zheleznogorsk,52.331,35.3711,15.02,49,51,4.67,RU,1696235582
522,rome,34.257,-85.1647,19.03,89,0,1.54,US,1696235470
523,greenville,35.6127,-77.3663,16.18,97,0,0.0,US,1696235566
524,cockburn town,21.4612,-71.1419,28.29,78,81,5.15,TC,1696235582
525,camapua,-19.5314,-54.0439,23.89,78,35,1.46,BR,1696235582
526,semera,11.501,41.201,33.6,24,0,2.35,ET,1696235582
527,chernyshevskiy,63.0128,112.4714,-0.71,73,100,3.94,RU,1696235583
528,sidi ifni,29.3797,-10.173,29.86,38,3,3.88,MA,1696235583
529,conduaga,8.862,117.4893,26.99,84,100,4.04,PH,1696235583
530,inhambane,-23.865,35.3833,24.99,44,40,7.72,MZ,1696235583
531,sur,22.5667,59.5289,32.18,53,3,3.5,OM,1696235583
532,alo,7.4178,6.7371,27.4,82,100,1.8,NG,1696235583
533,choibalsan,48.0667,114.5,15.0,34,100,1.22,MN,1696235583
534,ciudad del carmen,18.6333,-91.8333,28.4,79,87,3.86,MX,1696235341
535,shimoda,34.6667,138.95,20.61,75,88,5.08,JP,1696235584
536,bandarbeyla,9.4942,50.8122,30.27,65,2,10.27,SO,1696235584
537,sinabang,2.4803,96.3801,27.84,77,100,5.46,ID,1696235584
538,manaure balcon del cesar,10.3928,-73.0325,21.73,87,99,1.52,CO,1696235584
539,sokoni,-6.4333,39.55,26.37,71,19,3.16,TZ,1696235584
540,singkil,-7.9855,111.4161,29.92,45,68,5.01,ID,1696235584
541,romblon,12.5751,122.2708,28.56,81,100,10.07,PH,1696235584
542,ixtapa,20.7,-105.2,27.35,91,95,1.1,MX,1696235584
543,paris,48.8534,2.3488,19.77,79,0,3.09,FR,1696235017
544,victoria falls,-17.9235,25.843,34.27,22,0,6.9,ZW,1696235585
545,adamovka,51.5223,59.9396,14.99,43,73,2.24,RU,1696235585
546,kalnibolotskaya,46.0058,40.4568,23.15,40,65,4.84,RU,1696235585
547,bardai,11.65,7.2333,23.77,83,97,4.73,NG,1696235585
548,pailon,-17.65,-62.75,22.5,69,67,2.03,BO,1696235585
549,banjarmasin,-3.3244,114.591,35.08,36,99,4.37,ID,1696235223
550,saint joseph,39.7686,-94.8466,19.64,83,0,0.0,US,1696235585
551,zhangjiajie,29.1294,110.4783,20.98,89,100,1.56,CN,1696235585
552,yaren,-0.5472,166.916,29.28,73,15,2.61,NR,1696235586
553,bulnes,-36.7423,-72.2985,8.42,89,48,1.04,CL,1696235496
554,saudarkrokur,65.7461,-19.6394,3.8,98,100,7.12,IS,1696235586
555,ha'il,27.5219,41.6907,37.01,12,0,8.23,SA,1696235586
556,mossel bay,-34.1831,22.146,24.96,52,0,2.83,ZA,1696235586
557,berdigestyakh,62.0989,126.6992,7.38,57,98,1.79,RU,1696235586
558,susuman,62.7833,148.1667,1.1,73,10,1.34,RU,1696235586
559,taungoo,18.9333,96.4333,26.07,94,92,2.98,MM,1696235587
560,bafq,31.6128,55.4107,32.64,10,2,0.65,IR,1696235587
561,st. catharines,43.1668,-79.2496,18.7,94,52,1.54,CA,1696235404
562,villamontes,-21.25,-63.5,18.63,56,6,1.32,BO,1696235587
563,severo-yeniseyskiy,60.3725,93.0408,-3.01,87,100,3.58,RU,1696235587
564,pekan,3.4836,103.3996,32.06,79,100,2.25,MY,1696235410
565,igrim,63.1906,64.4162,10.57,83,100,4.47,RU,1696235587
566,nguigmi,14.2495,13.1092,29.14,44,100,3.39,NE,1696235587
567,praia da vitoria,38.7333,-27.0667,19.14,82,40,5.07,PT,1696235588
568,barra,-11.0894,-43.1417,24.06,67,5,5.57,BR,1696235588
569,qingdao,36.0986,120.3719,25.78,25,0,2.0,CN,1696235588
570,kilindoni,-7.9139,39.6668,26.46,69,12,3.39,TZ,1696235588
571,jijiga,9.35,42.8,26.41,26,4,1.79,ET,1696235588
572,le vauclin,14.5452,-60.8388,29.03,84,75,6.69,MQ,1696235588
573,genhe,50.7833,121.5167,10.64,54,76,1.8,CN,1696235588
574,senhor do bonfim,-10.4614,-40.1894,18.96,94,33,1.83,BR,1696235588
575,linxia chengguanzhen,35.6003,103.2064,12.86,87,100,1.2,CN,1696235588
576,anna,51.4842,40.4299,18.23,56,100,5.0,RU,1696235589
577,salmon arm,50.6998,-119.3024,9.13,93,100,1.03,CA,1696235589
578,lauro de freitas,-12.8944,-38.3272,23.01,100,75,1.03,BR,1696235412
579,freetown,8.484,-13.2299,24.84,94,75,2.06,SL,1696235589
580,port-gentil,-0.7193,8.7815,27.98,78,75,7.2,GA,1696235589
581,arkhangel'sk,64.5401,40.5433,9.51,95,100,3.74,RU,1696235589
582,sohbatpur,28.5202,68.5434,39.25,4,0,4.25,PK,1696235589
583,wynyard,-41.0,145.7167,11.45,87,9,5.1,AU,1696235589
584,san borja,-14.8167,-66.85,23.39,87,48,1.4,BO,1696235590
585,cotonou,6.3654,2.4183,27.99,83,40,4.63,BJ,1696235590
586,selty,57.3132,52.1345,16.07,54,100,5.44,RU,1696235590
